group	x	y
1	0.447471463403446	0.375443740068971
2	0.529220851744566	0.596682615647024
3	0.48291471659866	0.581149517358281
4	0.367494675966749	0.504131726253558
5	0.384457849091115	0.53015168987828
6	0.503108039137519	0.671549870177404
7	0.398754386124826	0.440686867974643
8	0.40840991103992	0.62312230467291
9	0.539678967850309	0.381336914275051
10	0.534358033552046	0.44335466579297
11	0.447763357595653	0.486833354452
12	0.506172450836665	0.576089618871007
13	0.394453807500945	0.521090156558524
14	0.549982084394461	0.449138956517118
15	0.453806378099976	0.459179904625847
16	0.428926941596298	0.483022768885931
17	0.518306480199098	0.434000162833485
18	0.418695840986304	0.457553534369355
19	0.403985379669243	0.427935925204401
20	0.430280468911755	0.490992436105642
21	0.473989029441564	0.525041334977809
22	0.472302762245715	0.568752068863916
23	0.502004767512019	0.41067297351023
24	0.512868663313854	0.412064085012292
25	0.536515663380603	0.461296448898529
26	0.592502444409911	0.515854342978945
27	0.34820498098558	0.453022854842838
28	0.498572426931963	0.479855774148944
29	0.485591651733137	0.616258362980632
30	0.52223091739243	0.513534981798107
31	0.326491153687536	0.456483544021963
32	0.46780737530234	0.45280159553144
33	0.433778265780437	0.447816762793702
34	0.560633814573414	0.381234340715577
35	0.442075323364976	0.487552035070239
36	0.397295011908312	0.548086010575583
37	0.427093054689269	0.473191041235807
38	0.56464638019225	0.661312285911182
39	0.462513879086454	0.351156902765808
40	0.458626053469897	0.526255440482765
41	0.455400429558963	0.519053522357562
42	0.474868503681823	0.577307746810311
43	0.49435460592667	0.504276537041948
44	0.593533424120192	0.487535979901751
45	0.470086944395172	0.445523357550727
46	0.542595426757676	0.539230288397229
47	0.545199538619412	0.591646263905976
48	0.491266663696963	0.518617757311637
49	0.537009525315881	0.437337405025418
50	0.544876748391407	0.414870951114089
51	0.446269895139078	0.442727388077472
52	0.454452712823416	0.51845441711923
53	0.483306061235749	0.34865592155848
54	0.412258910881604	0.502828435802198
55	0.520426195874447	0.428342732015703
56	0.463292103679526	0.594059640813695
57	0.432465079217126	0.413115513831535
58	0.486706234965955	0.441256822270487
59	0.64770385554298	0.584543347432374
60	0.55684591733811	0.513875480228653
61	0.545678133322265	0.448578397287905
62	0.486682117241922	0.513539554557014
63	0.489067263677508	0.465633211706573
64	0.473861043047926	0.471324789852043
65	0.509706662909252	0.489892980396991
66	0.453308173071277	0.51337606683562
67	0.44366932676262	0.476878810162937
68	0.525009410042905	0.48022154371323
69	0.515274804850537	0.552293840214092
70	0.486880654448744	0.46356017900568
71	0.403241200842018	0.625505829752774
72	0.536626344186262	0.5026229435722
73	0.525152201528243	0.46751645242214
74	0.412900827732686	0.582746376311803
75	0.442033831212972	0.507648769191179
76	0.507128359727899	0.4162864369863
77	0.524960538376848	0.50097758730531
78	0.489081617955612	0.377435196877776
79	0.455092160599901	0.647595507398204
80	0.503877559465112	0.450751656868454
81	0.489512867734866	0.44302416330686
82	0.433494230232029	0.327182696443297
