x	y	clickSelects
0.867967202652854	0.0574240421657957	1
0.398742703894102	0.419026820748653	2
0.471466514570082	0.604375930572625	3
0.733913925705453	0.376496764793628	4
0.701180350606936	0.451954848980688	5
0.338702593935661	0.132812184104237	6
0.770882689148626	0.403604421793698	7
0.595170106449299	0.210454074655528	8
0.642910731773169	0.226360279717169	9
0.508356187370395	0.487924332156553	10
0.658933940524818	0.770868076320861	11
0.451610800527372	0.617126377231517	12
0.656853424135174	0.504923968553724	13
0.579884364744346	0.29112736686	14
0.729952768251486	0.266579531588634	15
0.749638893916178	0.218075134483606	16
0.648635261368989	0.282047698786056	17
0.740692630931585	0.491297186042464	18
0.838365797833787	0.143442845838947	19
0.704725214047429	0.500202825854533	20
0.45573489576316	0.168324254514155	21
0.426758468587752	0.191826241860793	22
0.650248421251651	0.489042613085263	23
0.648633906277379	0.405135546929786	24
0.478004333425353	0.466219064489816	25
0.333079236395333	0.234520736283984	26
0.858066427190792	0.16904307488674	27
0.547058572599901	0.874745586162194	28
0.3695782035518	0.15323797125751	29
0.459902377909694	0.675912352639178	30
0.862192847859225	0.147308929139347	31
0.608808534791603	0.688583816922087	32
0.72495093635679	0.538310154771415	33
0.638422168811826	0.126851857803865	34
0.647952407149221	0.840418221745085	35
0.604883688357248	0.375842002732542	36
0.604062142999551	0.272726040025	37
0.167656242504145	0.0503801968161095	38
0.843012283293928	0.0706336751183453	39
0.613731625577623	0.703075240505514	40
0.569178812929194	0.845298580770214	41
0.446650013452684	0.380699786927356	42
0.443370864550407	0.15893834558169	43
0.4804736902248	0.182627806769717	44
0.697228616419313	0.426723150856837	45
0.361756788114931	0.234677435837895	46
0.276758762068083	0.0840034869414344	47
0.505356092877999	0.794261207716383	48
0.557985627606417	0.587223331636977	49
0.597805692539726	0.347252010986131	50
0.751188286024362	0.271833754132201	51
0.635712309507944	0.627706730323377	52
0.79481065283455	0.095091443911252	53
0.779507326909245	0.104213696304697	54
0.597845971260644	0.58441771597237	55
0.585564574962909	0.166668202069721	56
0.779160997522073	0.293879359857354	57
0.685804558033796	0.344135866870736	58
0.0454545454545455	0.0454545454545455	59
0.352616797911294	0.162114651990614	60
0.44930037572991	0.226777144646648	61
0.602200795179926	0.551717643193941	62
0.620105843363855	0.763599233629917	63
0.649663801600431	0.666324095967089	64
0.469755845531203	0.395950498691966	65
0.578797149827396	0.851232434888248	66
0.663636332507071	0.795262016532338	67
0.564170743622875	0.604043017071611	68
0.352783643233385	0.0988123197623735	69
0.613374711077109	0.835260127569347	70
0.505548364018885	0.157870464549706	71
0.409171907318452	0.284879276748069	72
0.667478710588583	0.0689134514239182	73
0.645741871026218	0.267298784551727	74
0.645430632218818	0.773466971885729	75
0.652914064383788	0.433596901544112	76
0.503438059413107	0.841805372920256	77
0.754535324365491	0.143856018992135	78
0.439473504897225	0.218709255395375	79
0.526440801896056	0.418294082596613	80
0.701365918980429	0.202523871425601	81
0.875864010312766	0.0788859253630307	82
0.767125616072333	0.278441586927992	83
0.435808201128463	0.399936071254615	84
0.395333362959756	0.504031252618899	85
0.505758610499908	0.525032163921215	86
0.68747192585827	0.551498170552324	87
0.771867820738239	0.171533801666147	88
0.719875470708834	0.213963824444642	89
0.574280870264656	0.747261156999304	90
0.752734044846599	0.230937737564545	91
0.632114936279482	0.772755206232362	92
0.503046719555431	0.473359090705637	93
0.521983245666634	0.647502084531617	94
0.719682581849158	0.131099366707872	95
0.467308931946352	0.765066818844794	96
0.395137918820436	0.460294392734942	97
0.199908871222432	0.0459266975841049	98
0.598888618001837	0.649071738258702	99
0.418923318221589	0.485632044238518	100
0.546928773959799	0.344804904139535	101
0.340882398038585	0.114309620755777	102
0.660289816477911	0.477241822834563	103
0.750474763647693	0.406760874212536	104
0.527983642672657	0.78039668394102	105
0.581475605251301	0.055908937391601	106
0.737487208480372	0.194405071694156	107
0.412372944859415	0.507334064710623	108
0.698460296731158	0.584679899022748	109
0.622494030989437	0.160229870755894	110
0.566681332367634	0.930704442909526	111
0.568620527566004	0.888427406724535	112
0.495578101120554	0.602496744626457	113
