x	y	clickSelects
0.765454579486994	0.206096911004919	114
0.787255620608999	0.351489670781412	115
0.417761067083152	0.246273746652909	116
0.517712594109977	0.821956622347395	117
0.542063937422841	0.95308721077865	118
0.787664055720918	0.0722467521968329	119
0.469336350236693	0.365697452879603	120
0.658761372511881	0.494139154205597	121
0.411557098227183	0.414915932492646	122
0.439521612891621	0.460157529109657	123
0.500671046040344	0.874717783457198	124
0.681581632577419	0.348383210046701	125
0.403698416319797	0.539212242415649	126
0.548210072143648	0.152791037540052	127
0.509904554115332	0.560751970990779	128
0.7620320991822	0.280210302207905	129
0.353216480305451	0.273841004174634	130
0.595389401292912	0.116548134188408	131
0.468697607685101	0.733593659808855	132
0.558958609215045	0.767921600043535	133
0.555042376594275	0.902517748621163	134
0.697205729422143	0.396798046361212	135
0.760844540886285	0.053193330684915	136
0.552513353303706	0.563917368577527	137
0.522038650750931	0.41160694951699	138
0.633683378233865	0.0737931009326761	139
0.440921198284928	0.411616129290354	140
0.553199388851845	0.71761800680531	141
0.49135005940897	0.855345686191927	142
0.447662226139448	0.579481449976462	143
0.628275902242843	0.824923521142848	144
0.492589864545782	0.502513086623606	145
0.525566413175737	0.661553327153385	146
0.566316359389892	0.854348286440674	147
0.633219541625028	0.378973965793444	148
0.440742071387901	0.348459093452441	149
0.322764946572069	0.246006280686754	150
0.616526047051543	0.641394559480312	151
0.433576819190388	0.563164248585074	152
0.721069711457362	0.231530621529934	153
0.382169636839142	0.436631162274723	154
0.431068355007244	0.287119711526605	155
0.576050597760063	0.517012275544857	156
0.531029631743386	0.852262201150891	157
0.400814100700603	0.264707261281838	158
0.574961319948034	0.854560265043028	159
0.432908847842453	0.262437448463406	160
0.674645740172922	0.491771755462293	161
0.577474735401486	0.544289286826693	162
0.920674035696093	0.0976216752497662	163
0.625918973203063	0.796391292217607	164
0.581079553428939	0.574747145518574	165
0.563168374122761	0.541602521969301	166
0.487848348051185	0.657837939117308	167
0.616027748512262	0.729840844421687	168
0.341485511788674	0.218594259879955	169
0.683502661501211	0.258096579925996	170
0.408527880796311	0.469736989791736	171
0.585311521134622	0.27765105163404	172
0.518490296821425	0.617587601304715	173
0.769818669864965	0.360781234555292	174
0.524425825245653	0.278589037616473	175
0.70855805668763	0.267090862372542	176
0.545058477843793	0.954545454545455	177
0.538186833949163	0.785570972621646	178
0.360647186031877	0.0826005239491942	179
0.476738666682537	0.42464367259019	180
0.524056590337656	0.409248726371038	181
0.713103311415148	0.0574203843986217	182
0.734291985933645	0.489478721173878	183
0.609383330322377	0.543661744049099	184
0.554460781569326	0.647065578147478	185
0.432504009908437	0.205921043109817	186
0.456597020840418	0.738340341284261	187
0.598901634236449	0.918971506341589	188
0.485356020118334	0.807273176667078	189
0.391804242935489	0.206541162397792	190
0.459301901526295	0.7440622728296	191
0.569978810577974	0.475887456621351	192
0.524736973295004	0.677348171867681	193
0.599593208354532	0.624354652167434	194
0.687757303182135	0.14337796518738	195
0.5999951091977	0.641750860643914	196
0.467757689712882	0.0912377795267039	197
0.613582736176601	0.715742165843371	198
0.602477940611222	0.463758496473414	199
0.805599767508918	0.119258903532263	200
0.647746279653104	0.829180286585397	201
0.348693162628703	0.300313604677673	202
0.611626975648242	0.747119213185846	203
0.619691655449561	0.555358743574939	204
0.528009789476557	0.799570411867466	205
0.344148686062307	0.274784238041267	206
0.84515509584588	0.0959522420918581	207
0.380148241779965	0.256610348990771	208
0.184326545437752	0.0473670201612079	209
0.671338462133468	0.621280237415228	210
0.633345003059922	0.784610109512841	211
0.518685359567817	0.66604564264729	212
0.522638974123178	0.868014567140808	213
0.6362849727452	0.396609922717934	214
0.500439499397386	0.850625761918048	215
0.650628385172015	0.114490716424816	216
0.474183535963158	0.37696402693014	217
0.652896301241795	0.748213978653178	218
0.500156870824028	0.748995491752431	219
0.487132178708472	0.544378834267926	220
0.657373409199899	0.188939145716054	221
0.35248007162905	0.306932945944724	222
0.850497575147641	0.186164427506935	223
0.379505327127054	0.369433723670676	224
0.532114929866539	0.711680860422612	225
0.567315239798484	0.771805943319129	226
0.715324567789618	0.436677817744075	227
0.569804982348996	0.336079663041488	228
0.298871468611985	0.130954031487462	229
0.700248689112693	0.250822154394943	230
0.595487693610195	0.544657374770071	231
0.752557173135588	0.406513951592676	232
0.567985753581757	0.25399617741142	233
0.692286526225581	0.263252136139886	234
0.954545454545454	0.0464219209815638	235
0.665138710200922	0.644757781050999	236
0.432792447237969	0.587823447758919	237
0.5743413924968	0.565351709486371	238
0.644245589904073	0.565121422680142	239
0.479358483932856	0.377513899210028	240
0.731547948812706	0.269844377325449	241
0.594424466951578	0.441252150379806	242
0.558386719782177	0.769184506946656	243
0.721021649716191	0.353666313045479	244
0.466329723747363	0.623313986191252	245
0.700966341885494	0.439480734345526	246
0.481925381921155	0.6775812564359	247
0.677153554739156	0.0780951374188441	248
0.543338003053375	0.531296231511204	249
0.208367848138527	0.0494242925833593	250
0.711817867840818	0.0798374479513882	251
0.404811780513914	0.308529099114762	252
0.4682056724922	0.508448028092436	253
0.253918433882959	0.0562960221648717	254
0.582127541543933	0.612881291313045	255
0.28291930324945	0.101272627061338	256
0.560647352726934	0.893545176779226	257
0.350621260855843	0.0810358139842387	258
0.421361450635394	0.159332355767783	259
0.560111624966982	0.588160357046486	260
0.44307300246368	0.497950884943075	261
0.602010778286515	0.665170478273463	262
0.657573296590686	0.0476608267783855	263
0.581262874967758	0.715974723369555	264
0.524578301064493	0.738709892325424	265
0.251118888175379	0.051665966836133	266
0.500026893977983	0.826428689986522	267
0.76905313661076	0.206536403532292	268
0.747039743153184	0.104345526192182	269
0.837818948123135	0.138408465884739	270
0.634433004991121	0.0587155186396698	271
0.498425305606516	0.14567719623112	272
0.402909480429312	0.178745870997816	273
0.469195265282088	0.216081848894042	274
0.586568807377297	0.860581674393801	275
0.34043089919788	0.16624987599434	276
0.596175766879535	0.293958625926501	277
0.611913470164562	0.232215933789608	278
0.425946884714939	0.546945559341057	279
0.715126327652605	0.499256107433197	280
0.291612376448003	0.131903794679732	281
0.748261245683997	0.327317837217498	282
0.511758964968778	0.398368149702869	283
0.717855826385566	0.337496606410669	284
0.194023176220168	0.0573363287233774	285
0.666817046629376	0.0458765317264276	286
0.694841585485913	0.67598060355832	287
0.729584500290955	0.117200556996136	288
0.529283795830956	0.108435625215405	289
0.597320536177943	0.828439344183683	290
0.569089386246781	0.0849105212106403	291
0.809852589083928	0.20304042166135	292
0.559187526570593	0.163411219408957	293
0.586694881340865	0.73810932645338	294
0.309361745172409	0.140351308026143	295
0.39262321857455	0.358999079072306	296
0.507442206814807	0.679168782469645	297
0.582318057855979	0.928224966323723	298
0.482509748942448	0.0936648512270393	299
0.640426683944771	0.820140011688132	300
