group	x	y
1	0.59399491943106	0.681863872280284
2	0.494420803219487	0.48823414204966
3	0.448417588638937	0.488045468916416
4	0.381829704092105	0.546798223454352
5	0.406212174098882	0.571340325967745
6	0.431575493713024	0.473968974421036
7	0.442586618257931	0.554498108749625
8	0.423112028387223	0.608798004780605
9	0.597939967175356	0.519498220737465
10	0.505706098500636	0.409217107351335
11	0.478984083523386	0.551052425510735
12	0.478207611742997	0.492024362767112
13	0.382647042682077	0.507551938968709
14	0.607389944364704	0.555351382629844
15	0.537966372097296	0.623567720296851
16	0.516471747203317	0.647496153066844
17	0.590017940205309	0.576463514118234
18	0.469899793535928	0.573144902039202
19	0.506148087083208	0.644880142446543
20	0.484389988931676	0.595293445560677
21	0.379081499035901	0.355058917615342
22	0.377410073993261	0.380614765625718
23	0.540997542137315	0.51055959741733
24	0.564151571461112	0.530214348530988
25	0.494750703640236	0.397005183926671
26	0.522285904294722	0.370373119016134
27	0.418024322477704	0.614601738757368
28	0.485475438943775	0.462986122118554
29	0.385646963642398	0.397117301518879
30	0.480741274763459	0.430172439044975
31	0.376532164991923	0.587016401383405
32	0.456233075122738	0.455437207013933
33	0.482539217228762	0.560700253225962
34	0.639595195177387	0.550717117839624
35	0.457219773785214	0.525286798264173
36	0.359649903960706	0.478917068651707
37	0.376152334143132	0.407877838374564
38	0.40654401666177	0.310629777637336
39	0.589032045664154	0.631318621381806
40	0.48746732555546	0.567842831666276
41	0.436033284785199	0.482709225645062
42	0.406238060999636	0.429522020623341
43	0.399230425577993	0.339072220308837
44	0.638132144178612	0.548072450373835
45	0.535548817395665	0.581148566061074
46	0.453907003767817	0.361524741528695
47	0.417109703545222	0.324660514760296
48	0.457014344169261	0.450875720052488
49	0.55198658006853	0.479076244622362
50	0.590390072846811	0.516361578596302
51	0.529990101233905	0.614672463425999
52	0.493016959867646	0.580532926775883
53	0.589753014938455	0.592210418865206
54	0.51941665949801	0.695081294960627
55	0.545663726368145	0.494201532012615
56	0.515756505463624	0.646108909465564
57	0.505955222384304	0.582738553758086
58	0.558889838833707	0.587090668459124
59	0.429651460942589	0.150079793548158
60	0.460661824391024	0.33166645265266
61	0.480989254291211	0.349249519206282
62	0.530279950464639	0.580459000899636
63	0.52090917820311	0.53249478098232
64	0.517760266713296	0.558890807534527
65	0.447124677325138	0.383080470995129
66	0.436436381177994	0.484026919477314
67	0.467897915664251	0.534209029314147
68	0.558689221742189	0.537609409002451
69	0.394605058043611	0.319839501567794
70	0.508801515879756	0.514905415527932
71	0.333294334742785	0.467898763336629
72	0.459876084392779	0.36165571324305
73	0.643178092269736	0.672935653495666
74	0.452323214043257	0.62650989527228
75	0.467700858049245	0.55469466031855
76	0.558142222247286	0.5332208615824
77	0.517575264506244	0.480130231640898
78	0.584744229319355	0.589547510568708
79	0.401521605977805	0.49909789310822
80	0.460062952938764	0.393276578192857
81	0.580043545141004	0.618646911362884
82	0.539749419887105	0.588381958138474
83	0.428473324492958	0.620993390117111
84	0.41641164826593	0.43220205275851
85	0.509971320350672	0.460899119413997
86	0.522419155211881	0.422222116615307
87	0.438064342740648	0.577764085776174
88	0.33057840769026	0.548038091432047
89	0.546060320329155	0.505330089095223
90	0.538565075897127	0.513835285157696
91	0.520624567680947	0.639890960677428
92	0.447661040851049	0.48196008853604
93	0.574294525631742	0.537480648414291
94	0.541174175915653	0.461501356234086
95	0.605440184139085	0.562464176609905
96	0.510961902049809	0.480945104175145
97	0.476491530462334	0.414671103281344
98	0.308170623741363	0.274630643403202
99	0.425566746181443	0.4509157243035
100	0.451556524475981	0.422587982380955
101	0.560943549378425	0.590762429631487
102	0.393696954226935	0.346458116871618
103	0.533700677661479	0.589867254345611
104	0.453860843778941	0.598595537109592
105	0.448230235309702	0.448362579863956
106	0.682171179004474	0.666128410691173
107	0.564728917643126	0.624386326767063
108	0.515793347607895	0.416817218881339
109	0.433573074565559	0.503246297444835
110	0.572660251636794	0.649236509278886
111	0.462919850691059	0.479190029366253
112	0.49514693088972	0.530142448008665
113	0.441078279153514	0.420573169942732
114	0.484405021769032	0.654411819485169
115	0.452630458020805	0.569682863531129
116	0.404673176209548	0.377077658305498
117	0.525201457719656	0.481335163165491
118	0.475437119851488	0.484397833226295
119	0.619503235912928	0.605079043404214
120	0.392666539320425	0.449414734591281
121	0.437432665579812	0.585993946498452
122	0.504982860390571	0.506224566652191
123	0.563834329221671	0.510246786505521
124	0.497324405402387	0.470982542062308
125	0.360068467597687	0.487596930966306
126	0.496632127334347	0.453742198146817
127	0.385577028337055	0.353545114634899
128	0.450250373571029	0.410619823406627
129	0.507114316498536	0.532616766054403
130	0.448362652348552	0.415538052426614
131	0.384225639628493	0.352152810988782
132	0.465326953669128	0.462773596690898
133	0.50865465667905	0.545312507034129
134	0.450520066359883	0.486021647471157
135	0.457419206587205	0.612577158388406
136	0.670248384628023	0.595771457338358
137	0.567226437970498	0.504233679078779
138	0.568657696464917	0.449652256720977
139	0.643150597824116	0.665152820906495
140	0.559891056289935	0.526911074886377
141	0.418949106089441	0.468064667194479
142	0.498482602299906	0.480684082527121
143	0.446128534278749	0.443509111584676
144	0.47798559694129	0.548323779822362
145	0.557262212151511	0.541259142854542
146	0.534914561520439	0.540580562167291
147	0.481302169104158	0.464153554492842
148	0.5668215422394	0.587812107287523
149	0.412404289383445	0.398136000006611
150	0.48205705279176	0.389347902732482
151	0.431595229921304	0.455021124637955
152	0.459203362961142	0.427846659782679
153	0.544527351255904	0.51138610492034
154	0.543738627003604	0.450991499422293
155	0.588913424861872	0.535676885721816
156	0.561805051896704	0.560357078986386
157	0.499490531093562	0.46207867780546
158	0.408716389136861	0.438787099638894
159	0.516094691004809	0.496384907875269
160	0.386537511416571	0.422900717358628
161	0.433799200257328	0.585801975771109
162	0.535182774472979	0.575470992935006
163	0.440167768814836	0.622482436676816
164	0.432647945670789	0.522649721964605
165	0.480252922061282	0.433877033890833
166	0.567761262053554	0.540928715162681
167	0.442711700240763	0.433974144441218
168	0.523848425351582	0.5482280896505
169	0.437756630337483	0.392419434996183
170	0.534544478309255	0.638021904032178
171	0.534491325159332	0.419998294634001
172	0.592043691827655	0.593193905642206
173	0.521404516994122	0.548135523957701
174	0.4780880045895	0.5487405085265
175	0.616681348504303	0.541582375880403
176	0.56035056015599	0.53845722315406
177	0.494458790279103	0.492906649460308
178	0.433485454471485	0.469739390349165
179	0.43878223603128	0.285593221305529
180	0.469396289068635	0.539330718492228
181	0.592351348443554	0.495827829435987
182	0.673213008718258	0.565072525823706
183	0.476121439278686	0.536738747996587
184	0.450933604737716	0.575961576688841
185	0.418462195508816	0.444816333496029
186	0.371936460848083	0.406232027000888
187	0.509491639270808	0.472343553114481
188	0.468288003915125	0.525083847592374
189	0.470468203931305	0.462032565316498
190	0.397697003169443	0.384913195867043
191	0.483779172154392	0.456697517713418
192	0.461042049638599	0.413563411892068
193	0.503274992955315	0.543608483158831
194	0.398276144603567	0.484937908496889
195	0.555690226382389	0.460998192253101
196	0.402032587872917	0.500620020148186
197	0.309538904192855	0.388775180883962
198	0.467016929127759	0.462963425321459
199	0.571095450306449	0.55646305253873
200	0.560642610736031	0.639684498256164
201	0.449272261668015	0.519546243524344
202	0.475106206068851	0.393305171437335
203	0.421115067093978	0.481820036093989
204	0.406967025013342	0.542018541758061
205	0.439313655842739	0.472090653863833
206	0.479543358088437	0.380856067757576
207	0.514570971023997	0.685738531104192
208	0.438919130586313	0.36978037160735
209	0.433294570632355	0.217286571345884
210	0.510175718806539	0.567619752876385
211	0.433815371285525	0.492719630289338
212	0.428789924528363	0.493046076100927
213	0.518292794027718	0.497484467187071
214	0.523710142600158	0.462035394641535
215	0.510640493101826	0.493052705654023
216	0.640403595012079	0.602301210667363
217	0.507998894695099	0.38754064157886
218	0.427336321080984	0.516535187427966
219	0.508149203452806	0.519174299834912
220	0.418416664086594	0.433854605961317
221	0.542684807197586	0.653436644053436
222	0.465648346102879	0.404551611338956
223	0.453954329925097	0.581226949137549
224	0.462109847126753	0.448001082912151
225	0.522223880852132	0.455798683813986
226	0.517732549834916	0.544294565393968
227	0.397808061542309	0.498314985763859
228	0.376967615733916	0.41534789969306
229	0.484583716198024	0.32838347618096
230	0.577005968788424	0.578643184253798
231	0.530209957730725	0.466328378368403
232	0.493181987077842	0.579637995587941
233	0.575120994399084	0.609881520594402
234	0.3847040194789	0.440886742044317
235	0.622135682395358	0.654947759770376
236	0.508642800154589	0.519594279428594
237	0.476329549555256	0.423788343449913
238	0.42485432818191	0.430067487528084
239	0.530257355075044	0.576050283034555
240	0.409364938244723	0.396524946118432
241	0.380852486114376	0.592090163813196
242	0.484775708424526	0.424563905329307
243	0.462410807855291	0.535036779243335
244	0.538706098588732	0.562878621995762
245	0.445631572286731	0.434278846430841
246	0.453834290862896	0.603891670351725
247	0.451038015296787	0.485151499069363
248	0.649548547379499	0.641523116599689
249	0.419934567206058	0.420341554402151
250	0.403834229937846	0.249302179109643
251	0.568081312969153	0.704552529400177
252	0.504833867631368	0.370162881037295
253	0.504325670467895	0.534039834080277
254	0.474090394706151	0.2515075645708
255	0.402479768729199	0.460831780332804
256	0.561029500788646	0.32923656601278
257	0.484222633798222	0.469808934500394
258	0.358923060981706	0.336847367840032
259	0.499419618207005	0.331555440200176
260	0.537280005774878	0.461615207871033
261	0.533459290965963	0.518887465425529
262	0.534259334210304	0.5563306076214
263	0.717746216698795	0.687836505418183
264	0.442130749170588	0.538221013228364
265	0.441233382791714	0.500467731729483
266	0.377537666215049	0.26805207471546
267	0.521106473505207	0.488312011844263
268	0.373299047301761	0.48194445329274
269	0.576551920511296	0.674942328096021
270	0.515925377245047	0.640505163540832
271	0.673478428647371	0.667387911072152
272	0.368353419806726	0.534203645005759
273	0.389589902513449	0.460314322592202
274	0.380826482308963	0.372801323254831
275	0.437209501905037	0.490228382705673
276	0.424159086077626	0.360394184441628
277	0.374761404691738	0.411966523124775
278	0.358507313387552	0.410939331961789
279	0.5248848342853	0.426595489258173
280	0.406573270021426	0.514099299006616
281	0.534508465576338	0.488558382833319
282	0.522139019663477	0.55919656066595
283	0.566860876082876	0.441194004914998
284	0.534436891797477	0.605508039449953
285	0.457195552519156	0.429496893013439
286	0.760733100409044	0.683323020928097
287	0.444826627627021	0.54096053266344
288	0.60464801305142	0.554491323394347
289	0.335987156820929	0.534784518223028
290	0.45245631198208	0.47091647502617
291	0.676744498502803	0.517688461818006
292	0.466474984093797	0.526401667530472
293	0.329356114465126	0.404016955488499
294	0.518610243492904	0.48075700128883
295	0.426249817819825	0.406168729622271
296	0.571927192488304	0.488873388152485
297	0.545681119632283	0.51882532371192
298	0.490970546416939	0.491104329413887
299	0.313291073231863	0.372810489231259
300	0.46400973191343	0.498582214673385
